Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score
35,23,367.69,3,2,2,322,7
333,17,252.42000000000002,1,1,1,111,3
366,5,201.60000000000002,1,1,1,111,3
72,9,158.04,2,1,1,211,4
158,72,473.81,1,3,2,132,6
373,5,115.65,1,1,1,111,3
12,233,1862.14,4,4,4,444,12
255,63,777.02,1,3,3,133,7
29,14,277.05,3,1,1,311,5
31,519,2766.5,3,4,4,344,11
5,561,8234.8,4,4,4,444,12
40,13,427.93,3,1,2,312,6
362,7,418.92,1,1,2,112,4
241,17,318.05,1,1,2,112,4
96,29,913.19,2,2,3,223,7
26,151,1330.45,3,4,3,343,10
75,44,602.51,2,3,2,232,7
57,96,1867.69,2,3,4,234,9
21,4,446.94000000000005,3,1,2,312,6
144,1,-1592.49,1,1,1,111,3
41,95,2360.55,3,3,4,334,10
137,27,2007.3999999999999,2,2,4,224,8
8,137,2213.11,4,4,4,444,12
129,3,168.0,2,1,1,211,4
40,117,1233.3600000000001,3,4,3,343,10
169,196,3631.8900000000003,1,4,4,144,9
9,37,1682.3600000000001,4,2,4,424,10
214,8,596.85,1,1,2,112,4
15,306,5927.86,4,4,4,444,12
170,43,635.76,1,3,2,132,6
40,12,316.88,3,1,2,312,6
186,31,394.14,1,2,2,122,5
270,10,140.54,1,1,1,111,3
172,1,500.0,1,1,2,112,4
5,85,1515.73,4,3,3,433,10
16,12,231.86,4,1,1,411,6
10,85,2183.54,4,3,4,434,11
326,7,107.45,1,1,1,111,3
113,14,288.18,2,1,1,211,4
290,6,94.0,1,1,1,111,3
16,74,1339.63,4,3,3,433,10
1,50,815.77,4,3,3,433,10
92,13,666.7,2,1,3,213,6
149,42,626.77,1,2,2,122,5
189,8,349.1,1,1,2,112,4
18,58,426.61,3,3,2,332,8
34,153,1056.44,3,4,3,343,10
264,34,267.18,1,2,1,121,4
84,122,3450.84,2,4,4,244,10
26,100,1346.38,3,3,3,333,9
171,10,190.53,1,1,1,111,3
10,39,774.9000000000001,4,2,3,423,9
313,48,572.8100000000001,1,3,2,132,6
65,193,3974.37,2,4,4,244,10
85,28,508.8,2,2,2,222,6
25,8,135.86,3,1,1,311,5
59,53,950.36,2,3,3,233,8
323,6,97.7,1,1,1,111,3
38,2,43.5,3,1,1,311,5
254,17,383.34,1,1,2,112,4
19,300,1429.9,3,4,3,343,10
33,306,1483.14,3,4,3,343,10
15,6,93.78,4,1,1,411,6
27,83,364.90000000000003,3,3,2,332,8
23,10,171.19,3,1,1,311,5
79,53,417.87,2,3,2,232,7
8,59,997.48,4,3,3,433,10
22,29,149.29,3,2,1,321,6
12,329,1122.53,4,4,3,443,11
262,45,200.16,1,3,1,131,5
131,25,156.57999999999998,2,2,1,221,5
55,62,383.68,2,3,2,232,7
249,2,594.0,1,1,2,112,4
2,385,3212.16,4,4,4,444,12
9,219,1418.26,4,4,3,443,11
264,5,113.5,1,1,1,111,3
331,9,155.17,1,1,1,111,3
313,28,494.64,1,2,2,122,5
26,62,971.22,3,3,3,333,9
30,30,429.84,3,2,2,322,7
30,58,538.73,3,3,2,332,8
2,286,1388.37,4,4,3,443,11
362,25,179.1,1,2,1,121,4
283,60,447.22,1,3,2,132,6
262,58,237.07,1,3,1,131,5
25,7,161.64,3,1,1,311,5
354,58,216.76,1,3,1,131,5
94,11,234.6,2,1,1,211,4
29,7,126.14,3,1,1,311,5
338,157,1048.85,1,4,3,143,8
20,104,6945.0199999999995,3,4,4,344,11
85,57,334.53,2,3,2,232,7
9,53,511.88,4,3,2,432,9
35,29,438.46,3,2,2,322,7
43,27,504.5,3,2,2,322,7
2,77,469.48,4,3,2,432,9
113,76,371.56,2,3,2,232,7
14,14,1465.2,4,1,3,413,8
77,29,454.10999999999996,2,2,2,222,6
40,46,1441.42,3,3,3,333,9
116,45,905.5,2,3,3,233,8
16,127,6568.72,4,4,4,444,12
161,88,233.81,1,3,1,131,5
1,189,3563.11,4,4,4,444,12
30,86,2575.0,3,3,4,334,10
93,2,91.32000000000001,2,1,1,211,4
23,55,1090.03,3,3,3,333,9
95,155,3090.85,2,4,4,244,10
28,35,659.4599999999999,3,2,3,323,8
33,299,1967.25,3,4,4,344,11
21,125,1299.23,3,4,3,343,10
18,16,1259.7,3,1,3,313,7
1,523,12396.46,4,4,4,444,12
8,68,1131.56,4,3,3,433,10
16,252,5541.46,4,4,4,444,12
363,70,147.09,1,3,1,131,5
81,13,52.83,2,1,1,211,4
53,99,3497.14,2,3,4,234,9
23,164,979.26,3,4,3,343,10
172,46,492.36,1,3,2,132,6
189,92,1000.27,1,3,3,133,7
331,1,250.0,1,1,1,111,3
12,160,909.23,4,4,3,443,11
156,7,121.0,1,1,1,111,3
31,314,14520.08,3,4,4,344,11
12,218,2963.19,4,4,4,444,12
45,15,62.43,3,1,1,311,5
233,27,267.03,1,2,1,121,4
64,220,1911.89,2,4,4,244,10
2,18,343.5,4,2,2,422,8
36,200,2574.65,3,4,4,344,11
33,57,398.84,3,3,2,332,8
84,10,412.01000000000005,2,1,2,212,5
25,1,440.0,3,1,2,312,6
2,180,811.02,4,4,3,443,11
33,4,148.44,3,1,1,311,5
19,166,2348.82,3,4,4,344,11
254,26,229.33,1,2,1,121,4
23,674,3967.78,3,4,4,344,11
22,108,1502.35,3,4,3,343,10
8,228,2007.44,4,4,4,444,12
25,263,1517.08,3,4,3,343,10
19,86,746.92,3,3,3,333,9
173,78,459.9,1,3,2,132,6
163,24,110.92,1,2,1,121,4
7,41,538.46,4,2,2,422,8
11,15,213.3,4,1,1,411,6
114,29,85.13000000000001,2,2,1,221,5
288,28,127.86,1,2,1,121,4
9,261,3542.51,4,4,4,444,12
54,81,292.71999999999997,2,3,1,231,6
7,702,4954.84,4,4,4,444,12
77,116,1655.76,2,4,4,244,10
4,61,575.63,4,3,2,432,9
37,29,436.06,3,2,2,322,7
217,17,90.12,1,1,1,111,3
60,56,437.23,2,3,2,232,7
278,14,217.2,1,1,1,111,3
12,925,4758.2,4,4,4,444,12
24,31,279.77,3,2,1,321,6
29,20,473.65000000000003,3,2,2,322,7
12,31,722.74,4,2,3,423,9
352,1,134.55,1,1,1,111,3
9,117,1319.69,4,4,3,443,11
50,8,173.16,3,1,1,311,5
19,7,186.01,3,1,1,311,5
3,53,758.29,4,3,3,433,10
104,31,1375.71,2,2,3,223,7
7,330,4109.97,4,4,4,444,12
12,57,650.4300000000001,4,3,3,433,10
5,215,2552.86,4,4,4,444,12
32,104,607.45,3,4,2,342,9
178,168,702.25,1,4,3,143,8
38,45,940.6700000000001,3,3,3,333,9
151,39,258.88,1,2,1,121,4
162,13,127.1,1,1,1,111,3
69,51,348.6,2,3,2,232,7
121,151,3429.9700000000003,2,4,4,244,10
25,44,682.9100000000001,3,3,3,333,9
24,125,722.61,3,4,3,343,10
177,31,455.3,1,2,2,122,5
50,9,913.6800000000001,3,1,3,313,7
253,30,456.58,1,2,2,122,5
289,1,-30.19,1,1,1,111,3
47,24,388.58,3,2,2,322,7
71,5,199.8,2,1,1,211,4
16,104,1767.53,4,4,4,444,12
101,84,1343.34,2,3,3,233,8
30,23,315.71999999999997,3,2,2,322,7
35,16,235.68,3,1,1,311,5
27,52,761.74,3,3,3,333,9
11,414,6745.36,4,4,4,444,12
8,54,1083.63,4,3,3,433,10
79,2,48.480000000000004,2,1,1,211,4
52,17,216.39,2,1,1,211,4
36,67,1198.23,3,3,3,333,9
57,91,2422.64,2,3,4,234,9
337,13,104.76,1,1,1,111,3
28,60,1093.68,3,3,3,333,9
183,18,270.03000000000003,1,2,1,121,4
52,6,112.46000000000001,2,1,1,211,4
10,45,1568.39,4,3,3,433,10
36,6,195.15,3,1,1,311,5
10,429,10360.04,4,4,4,444,12
33,49,747.031,3,3,3,333,9
11,3,336.40000000000003,4,1,2,412,7
50,104,1524.4,3,4,3,343,10
4,18,1158.77,4,2,3,423,9
3,214,3224.53,4,4,4,444,12
141,19,301.03,2,2,2,222,6
117,34,588.13,2,2,2,222,6
100,68,1504.56,2,3,3,233,8
75,49,675.8,2,3,3,233,8
5,157,2865.64,4,4,4,444,12
45,61,1180.4,3,3,3,333,9
16,177,3147.31,4,4,4,444,12
17,15,243.55,4,1,1,411,6
90,25,724.76,2,2,3,223,7
53,15,223.36,2,1,1,211,4
301,2,-94.0,1,1,1,111,3
134,25,425.32,2,2,2,222,6
4,495,12433.34,4,4,4,444,12
105,119,1887.2,2,4,4,244,10
179,36,647.4,1,2,2,122,5
166,238,813.0,1,4,3,143,8
19,52,612.01,3,3,2,332,8
158,36,425.14000000000004,1,2,2,122,5
204,28,599.9,1,2,2,122,5
336,2,816.0,1,1,3,113,5
37,32,646.3,3,2,2,322,7
91,21,337.74,2,2,2,222,6
93,6,877.4399999999999,2,1,3,213,6
9,21,922.53,4,2,3,423,9
233,37,511.32,1,2,2,122,5
45,47,748.5,3,3,3,333,9
23,1,30.0,3,1,1,311,5
190,56,958.9,1,3,3,133,7
44,11,306.45,3,1,2,312,6
25,94,1552.01,3,3,3,333,9
317,5,309.8,1,1,2,112,4
106,9,138.14,2,1,1,211,4
51,19,358.63,2,2,2,222,6
168,116,2242.01,1,4,4,144,9
40,13,301.32,3,1,2,312,6
218,1,76.32000000000001,1,1,1,111,3
40,35,677.69,3,2,3,323,8
297,12,173.05,1,1,1,111,3
19,81,2635.4900000000002,3,3,4,334,10
88,155,2881.02,2,4,4,244,10
73,135,1744.02,2,4,4,244,10
81,21,323.69,2,2,2,222,6
9,216,3324.09,4,4,4,444,12
49,33,657.23,3,2,3,323,8
53,12,352.7,2,1,2,212,5
24,110,781.28,3,4,3,343,10
9,78,1333.68,4,3,3,433,10
18,67,946.36,3,3,3,333,9
117,10,193.75,2,1,1,211,4
9,168,2981.5,4,4,4,444,12
120,9,254.1,2,1,1,211,4
4,19,239.76,4,2,1,421,7
252,2,136.8,1,1,1,111,3
28,12,191.04,3,1,1,311,5
1,79,6423.6,4,3,4,434,11
267,22,409.98,1,2,2,122,5
33,177,2644.46,3,4,4,344,11
18,18,309.65,3,2,2,322,7
172,89,664.03,1,3,3,133,7
2,237,1542.14,4,4,3,443,11
265,5,211.5,1,1,1,111,3
140,117,2293.62,2,4,4,244,10
201,6,143.1,1,1,1,111,3
60,59,1001.8100000000001,2,3,3,233,8
35,214,945.58,3,4,3,343,10
41,297,3329.7200000000003,3,4,4,344,11
284,6,133.25,1,1,1,111,3
9,53,1072.3600000000001,4,3,3,433,10
143,20,346.75,2,2,2,222,6
12,35,330.88,4,2,2,422,8
146,118,1118.81,1,4,3,143,8
234,7,150.3,1,1,1,111,3
33,938,5043.96,3,4,4,344,11
24,128,598.73,3,4,2,342,9
12,91,507.08,4,3,2,432,9
36,72,2181.21,3,3,4,334,10
365,41,203.1,1,2,1,121,4
201,12,212.3,1,1,1,111,3
15,32,415.25,4,2,2,422,8
17,302,5178.96,4,4,4,444,12
49,4,-134.8,3,1,1,311,5
198,6,62.0,1,1,1,111,3
66,73,1108.38,2,3,3,233,8
212,14,294.12,1,1,2,112,4
283,10,162.3,1,1,1,111,3
115,26,1339.45,2,2,3,223,7
15,81,1121.21,4,3,3,433,10
19,176,4788.77,3,4,4,344,11
66,8,449.12,2,1,2,212,5
49,9,154.88,3,1,1,311,5
16,88,784.46,4,3,3,433,10
78,3,34.8,2,1,1,211,4
9,65,1071.24,4,3,3,433,10
134,29,182.96,2,2,1,221,5
13,93,974.04,4,3,3,433,10
40,21,149.31,3,2,1,321,6
235,15,21535.9,1,1,4,114,6
3,295,2451.23,4,4,4,444,12
40,412,2628.93,3,4,4,344,11
305,1,79.2,1,1,1,111,3
51,29,455.67,2,2,2,222,6
1,149,2318.88,4,4,4,444,12
61,192,532.96,2,4,2,242,8
66,45,714.42,2,3,3,233,8
25,9,205.25,3,1,1,311,5
218,7,253.04,1,1,1,111,3
65,37,583.75,2,2,2,222,6
32,63,1048.67,3,3,3,333,9
81,188,3245.47,2,4,4,244,10
64,11,315.06,2,1,2,212,5
116,28,581.8299999999999,2,2,2,222,6
7,147,51823.72,4,4,4,444,12
6,10,635.6800000000001,4,1,2,412,7
69,25,270.8,2,2,1,221,5
245,7,104.9,1,1,1,111,3
133,18,241.62,2,2,1,221,5
241,22,1021.61,1,2,3,123,6
184,29,475.28000000000003,1,2,2,122,5
25,21,333.56,3,2,2,322,7
10,44,2593.94,4,3,4,434,11
11,14,246.3,4,1,1,411,6
30,87,2303.75,3,3,4,334,10
44,280,4834.2,3,4,4,344,11
26,206,948.05,3,4,3,343,10
358,25,351.3,1,2,2,122,5
10,35,220.85,4,2,1,421,7
44,76,1604.44,3,3,3,333,9
9,13,948.96,4,1,3,413,8
150,42,610.01,1,2,2,122,5
1,135,2666.61,4,4,4,444,12
113,8,2207.4,2,1,4,214,7
76,98,884.14,2,3,3,233,8
107,119,699.08,2,4,3,243,9
46,69,1042.19,3,3,3,333,9
143,3,-451.42,2,1,1,211,4
51,8,415.82000000000005,2,1,2,212,5
1,274,3848.55,4,4,4,444,12
23,307,5452.17,3,4,4,344,11
46,31,784.58,3,2,3,323,8
50,48,903.9,3,3,3,333,9
306,210,3724.77,1,4,4,144,9
36,43,399.21,3,3,2,332,8
79,112,1145.43,2,4,3,243,9
17,139,2171.32,4,4,4,444,12
107,41,1801.14,2,2,4,224,8
208,40,1303.9099999999999,1,2,3,123,6
3,74,1842.73,4,3,4,434,11
64,49,2100.6,2,3,4,234,9
49,123,1905.45,3,4,4,344,11
320,17,206.98,1,1,1,111,3
44,62,570.96,3,3,2,332,8
3,33,885.47,4,2,3,423,9
337,17,-840.76,1,1,1,111,3
172,20,532.94,1,2,2,122,5
51,69,1649.3600000000001,2,3,4,234,9
73,134,1641.48,2,4,4,244,10
99,51,636.14,2,3,2,232,7
29,41,547.7,3,2,2,322,7
58,69,747.76,2,3,3,233,8
254,54,836.79,1,3,3,133,7
70,276,2084.9,2,4,4,244,10
44,50,954.09,3,3,3,333,9
45,12,117.47,3,1,1,311,5
65,24,391.98,2,2,2,222,6
11,169,33350.76,4,4,4,444,12
25,65,1020.74,3,3,3,333,9
59,28,345.66,2,2,2,222,6
64,50,1209.1,2,3,3,233,8
304,8,118.95000000000002,1,1,1,111,3
46,11,130.73999999999998,3,1,1,311,5
18,140,3650.87,3,4,4,344,11
38,22,389.27,3,2,2,322,7
19,97,238.85,3,3,1,331,7
187,22,160.71,1,2,1,121,4
52,30,110.8,2,2,1,221,5
4,140,2974.65,4,4,4,444,12
137,80,712.24,2,3,3,233,8
4,653,16173.67,4,4,4,444,12
19,14,297.0,3,1,2,312,6
16,191,1438.85,4,4,3,443,11
41,142,977.21,3,4,3,343,10
12,547,3000.36,4,4,4,444,12
8,147,832.88,4,4,3,443,11
26,18,68.84,3,2,1,321,6
22,24,1769.7800000000002,3,2,4,324,9
41,40,895.13,3,2,3,323,8
101,45,230.53,2,3,1,231,6
5,463,3797.79,4,4,4,444,12
277,15,149.64,1,1,1,111,3
33,76,354.09000000000003,3,3,2,332,8
15,128,360.93,4,4,2,442,10
63,137,4330.67,2,4,4,244,10
2,131,440.78,4,4,2,442,10
369,106,313.28000000000003,1,4,2,142,7
312,32,438.24,1,2,2,122,5
199,24,495.36,1,2,2,122,5
2,49,396.48,4,3,2,432,9
93,18,379.35,2,2,2,222,6
60,12,181.09,2,1,1,211,4
80,14,141.27,2,1,1,211,4
157,93,446.87,1,3,2,132,6
227,62,524.52,1,3,2,132,6
253,41,263.55,1,2,1,121,4
150,11,179.17,1,1,1,111,3
194,24,222.05,1,2,1,121,4
1,87,1384.68,4,3,3,433,10
369,4,56.25,1,1,1,111,3
24,51,351.11,3,3,2,332,8
17,116,363.88,4,4,2,442,10
10,75,5126.34,4,3,4,434,11
8,30,164.68,4,2,1,421,7
20,151,1521.79,3,4,3,343,10
4,249,967.45,4,4,3,443,11
174,7,191.94,1,1,1,111,3
1,267,1232.18,4,4,3,443,11
178,19,264.62,1,2,1,121,4
16,160,1491.24,4,4,3,443,11
248,12,123.1,1,1,1,111,3
191,40,334.23,1,2,2,122,5
20,143,639.89,3,4,2,342,9
154,60,167.5,1,3,1,131,5
173,25,336.03000000000003,1,2,2,122,5
372,12,363.6,1,1,2,112,4
373,21,127.08,1,2,1,121,4
194,12,207.15,1,1,1,111,3
67,21,426.63,2,2,2,222,6
4,119,2461.85,4,4,4,444,12
21,74,1107.46,3,3,3,333,9
239,12,416.86,1,1,2,112,4
64,7,145.35,2,1,1,211,4
112,18,404.58,2,2,2,222,6
90,77,6102.26,2,3,4,234,9
311,2,31.799999999999997,1,1,1,111,3
134,14,337.44,2,1,2,212,5
277,6,325.1,1,1,2,112,4
365,2,181.0,1,1,1,111,3
83,29,1708.24,2,2,4,224,8
8,60,955.24,4,3,3,433,10
17,19,364.72,4,2,2,422,8
2,103,1705.26,4,4,4,444,12
1,43,669.57,4,3,3,433,10
34,91,806.57,3,3,3,333,9
15,103,1634.53,4,4,4,444,12
24,185,4389.81,3,4,4,344,11
32,42,428.89,3,2,2,322,7
74,7,104.35,2,1,1,211,4
20,28,470.76,3,2,2,322,7
17,122,845.64,4,4,3,443,11
23,84,418.83,3,3,2,332,8
3,21,582.9,4,2,2,422,8
304,11,314.1,1,1,2,112,4
18,35,4199.85,3,2,4,324,9
236,6,99.77000000000002,1,1,1,111,3
39,177,3429.55,3,4,4,344,11
84,24,371.01,2,2,2,222,6
165,98,430.94,1,3,2,132,6
17,65,1054.73,4,3,3,433,10
77,49,1098.78,2,3,3,233,8
89,43,2398.86,2,3,4,234,9
25,97,3408.48,3,3,4,334,10
22,113,1475.02,3,4,3,343,10
3,275,2816.97,4,4,4,444,12
123,38,1037.42,2,2,3,223,7
30,14,168.12,3,1,1,311,5
12,140,1451.28,4,4,3,443,11
19,27,158.03,3,2,1,321,6
44,52,792.11,3,3,3,333,9
4,3,41.989999999999995,4,1,1,411,6
9,560,2756.82,4,4,4,444,12
55,35,427.07,2,2,2,222,6
88,131,1044.78,2,4,3,243,9
37,509,3084.17,3,4,4,344,11
3,9,12393.7,4,1,4,414,9
30,103,2735.37,3,4,4,344,11
12,218,615.39,4,4,2,442,10
211,8,101.4,1,1,1,111,3
48,385,1701.94,3,4,4,344,11
24,33,478.78,3,2,2,322,7
22,90,992.71,3,3,3,333,9
246,86,407.5,1,3,2,132,6
8,212,3362.71,4,4,4,444,12
35,94,1415.29,3,3,3,333,9
4,151,33366.25,4,4,4,444,12
36,148,653.13,3,4,3,343,10
4,184,690.54,4,4,3,443,11
3,237,1483.31,4,4,3,443,11
47,32,211.88,3,2,1,321,6
39,28,408.90000000000003,3,2,2,322,7
2,165,3450.2400000000002,4,4,4,444,12
17,46,851.01,4,3,3,433,10
260,76,628.28,1,3,2,132,6
46,101,719.81,3,3,3,333,9
12,64,251.24,4,3,1,431,8
30,28,439.65999999999997,3,2,2,322,7
43,32,236.09,3,2,1,321,6
92,17,852.12,2,1,3,213,6
39,274,50992.61,3,4,4,344,11
310,29,331.24,1,2,2,122,5
92,100,548.94,2,3,2,232,7
6,1152,8727.61,4,4,4,444,12
196,22,437.7,1,2,2,122,5
87,55,758.92,2,3,3,233,8
270,39,855.02,1,2,3,123,6
8,28,454.33000000000004,4,2,2,422,8
65,65,1313.55,2,3,3,233,8
31,6,3166.4,3,1,4,314,8
22,75,1147.37,3,3,3,333,9
38,39,773.99,3,2,3,323,8
120,83,1340.7,2,3,3,233,8
86,9,243.69000000000003,2,1,1,211,4
40,312,1111.79,3,4,3,343,10
174,10,137.9,1,1,1,111,3
54,34,362.06,2,2,2,222,6
33,84,1511.95,3,3,3,333,9
145,70,783.9,1,3,3,133,7
221,8,134.8,1,1,1,111,3
45,68,664.85,3,3,3,333,9
4,134,2140.2200000000003,4,4,4,444,12
66,180,1459.8600000000001,2,4,3,243,9
269,1,-29.95,1,1,1,111,3
10,64,1153.62,4,3,3,433,10
260,23,335.32,1,2,2,122,5
365,74,372.09,1,3,2,132,6
17,102,1521.87,4,3,3,433,10
22,33,852.15,3,2,3,323,8
45,21,326.24,3,2,2,322,7
288,23,584.3199999999999,1,2,2,122,5
292,2,94.35,1,1,1,111,3
3,131,2173.53,4,4,4,444,12
284,1,79.2,1,1,1,111,3
17,21,1352.0,4,2,3,423,9
82,11,176.6,2,1,1,211,4
56,227,2806.9,2,4,4,244,10
101,31,1317.62,2,2,3,223,7
299,38,436.18,1,2,2,122,5
23,167,981.51,3,4,3,343,10
59,40,1119.31,2,2,3,223,7
155,18,315.06,1,2,2,122,5
99,53,779.36,2,3,3,233,8
107,1,17.0,2,1,1,211,4
12,67,1041.83,4,3,3,433,10
264,12,320.62,1,1,2,112,4
240,10,185.04999999999998,1,1,1,111,3
88,67,2005.63,2,3,4,234,9
50,39,731.9,3,2,3,323,8
9,83,1245.96,4,3,3,433,10
42,57,1842.14,3,3,4,334,10
7,48,1429.64,4,3,3,433,10
62,29,302.36,2,2,2,222,6
249,13,336.96,1,1,2,112,4
66,6,108.38,2,1,1,211,4
18,31,3204.1600000000003,3,2,4,324,9
85,49,816.1,2,3,3,233,8
219,18,611.88,1,2,2,122,5
45,354,1337.48,3,4,3,343,10
143,16,195.73999999999998,2,1,1,211,4
183,30,161.38,1,2,1,121,4
171,8,135.75000000000003,1,1,1,111,3
10,284,1667.97,4,4,4,444,12
206,35,592.88,1,2,2,122,5
190,30,232.21,1,2,1,121,4
8,16,423.36,4,1,2,412,7
59,32,1294.14,2,2,3,223,7
57,212,867.11,2,4,3,243,9
73,38,684.4200000000001,2,2,3,223,7
52,16,307.78,2,1,2,212,5
316,16,187.15,1,1,1,111,3
367,13,289.35,1,1,1,111,3
29,117,6287.77,3,4,4,344,11
39,40,656.25,3,2,3,323,8
18,89,1880.22,3,3,4,334,10
52,78,3506.54,2,3,4,234,9
4,365,14305.66,4,4,4,444,12
22,38,603.69,3,2,2,322,7
263,21,517.55,1,2,2,122,5
60,37,709.38,2,2,3,223,7
368,1,-7.95,1,1,1,111,3
19,31,635.41,3,2,2,322,7
53,37,703.77,2,2,3,223,7
88,30,620.4,2,2,2,222,6
250,37,535.34,1,2,2,122,5
3,118,2419.84,4,4,4,444,12
247,1,175.2,1,1,1,111,3
9,237,3741.98,4,4,4,444,12
157,29,734.13,1,2,3,123,6
134,22,375.0,2,2,2,222,6
296,1,76.32000000000001,1,1,1,111,3
5,18,280.52,4,2,1,421,7
39,136,1906.07,3,4,4,344,11
269,29,1829.04,1,2,4,124,7
50,89,1824.23,3,3,4,334,10
9,139,3024.62,4,4,4,444,12
16,19,644.24,4,2,2,422,8
282,14,348.2,1,1,2,112,4
64,22,1009.4499999999999,2,2,3,223,7
2,502,5352.97,4,4,4,444,12
252,2,37.4,1,1,1,111,3
225,7,441.59999999999997,1,1,2,112,4
17,35,802.53,4,2,3,423,9
11,99,3770.6,4,3,4,434,11
8,85,1822.97,4,3,4,434,11
51,127,1880.4199999999998,2,4,4,244,10
59,3,73.2,2,1,1,211,4
95,69,1140.21,2,3,3,233,8
16,87,1406.57,4,3,3,433,10
126,23,1009.5500000000001,2,2,3,223,7
94,58,1037.59,2,3,3,233,8
50,15,331.95,3,1,2,312,6
138,8,197.9,2,1,1,211,4
61,11,215.83,2,1,1,211,4
100,176,10217.48,2,4,4,244,10
73,11,305.54,2,1,2,212,5
72,28,6617.65,2,2,4,224,8
67,15,338.71000000000004,2,1,2,212,5
64,46,1155.54,2,3,3,233,8
17,31,529.41,4,2,2,422,8
23,219,3991.94,3,4,4,344,11
32,297,6841.24,3,4,4,344,11
45,67,981.86,3,3,3,333,9
16,11,215.48,4,1,1,411,6
40,6,215.08,3,1,1,311,5
3,151,4913.32,4,4,4,444,12
237,19,314.45,1,2,2,122,5
75,15,400.68100000000004,2,1,2,212,5
4,179,1080.6200000000001,4,4,3,443,11
3,115,1821.52,4,4,4,444,12
361,18,365.27,1,2,2,122,5
59,36,589.15,2,2,2,222,6
23,57,405.71,3,3,2,332,8
31,98,761.38,3,3,3,333,9
55,63,537.0600000000001,2,3,2,232,7
25,19,394.38,3,2,2,322,7
45,66,664.26,3,3,3,333,9
89,46,2262.62,2,3,4,234,9
2,123,21086.3,4,4,4,444,12
81,24,542.77,2,2,2,222,6
19,43,681.19,3,3,3,333,9
79,6,159.0,2,1,1,211,4
171,44,1062.75,1,3,3,133,7
81,14,242.35,2,1,1,211,4
267,37,914.9300000000001,1,2,3,123,6
235,19,259.39000000000004,1,2,1,121,4
30,90,3054.87,3,3,4,334,10
37,97,864.86,3,3,3,333,9
318,137,846.72,1,4,3,143,8
57,96,1295.3,2,3,3,233,8
45,134,1096.32,3,4,3,343,10
203,8,255.12,1,1,1,111,3
219,7,308.32000000000005,1,1,2,112,4
87,47,1010.6,2,3,3,233,8
190,35,542.03,1,2,2,122,5
33,38,983.23,3,2,3,323,8
71,25,422.13,2,2,2,222,6
41,48,858.41,3,3,3,333,9
78,20,432.2,2,2,2,222,6
57,21,372.9,2,2,2,222,6
8,142,3693.81,4,4,4,444,12
10,662,2607.87,4,4,4,444,12
8,295,3598.26,4,4,4,444,12
34,51,409.1,3,3,2,332,8
212,91,1522.75,1,3,3,133,7
24,93,1352.3600000000001,3,3,3,333,9
170,16,114.56,1,1,1,111,3
62,7,152.94,2,1,1,211,4
53,69,1800.07,2,3,4,234,9
261,24,389.44,1,2,2,122,5
366,21,-295.09,1,2,1,121,4
32,124,3665.62,3,4,4,344,11
17,274,2609.3,4,4,4,444,12
258,14,732.63,1,1,3,113,5
177,2,46.95,1,1,1,111,3
45,135,5203.51,3,4,4,344,11
51,18,1035.45,2,2,3,223,7
17,124,746.83,4,4,3,443,11
361,3,-31.65,1,1,1,111,3
9,260,5423.15,4,4,4,444,12
74,61,861.89,2,3,3,233,8
71,45,667.65,2,3,3,233,8
353,54,1141.24,1,3,3,133,7
3,134,1423.29,4,4,3,443,11
117,25,411.7,2,2,2,222,6
373,67,357.95,1,3,2,132,6
197,33,559.87,1,2,2,122,5
177,6,810.6000000000001,1,1,3,113,5
23,25,537.83,3,2,2,322,7
21,109,1496.68,3,4,3,343,10
72,17,2062.06,2,1,4,214,7
340,11,168.3,1,1,1,111,3
6,168,1531.51,4,4,3,443,11
31,109,823.97,3,4,3,343,10
170,8,142.5,1,1,1,111,3
117,19,280.9,2,2,1,221,5
9,120,2236.7400000000002,4,4,4,444,12
10,79,1328.55,4,3,3,433,10
213,23,275.4,1,2,1,121,4
23,27,598.2,3,2,2,322,7
108,12,212.82,2,1,1,211,4
26,167,5305.83,3,4,4,344,11
139,22,361.21999999999997,2,2,2,222,6
214,44,602.27,1,3,2,132,6
38,4,2560.0,3,1,4,314,8
92,44,686.67,2,3,3,233,8
18,37,616.26,3,2,2,322,7
3,16,274.15000000000003,4,1,1,411,6
331,14,226.37,1,1,1,111,3
64,156,2755.56,2,4,4,244,10
120,69,1341.65,2,3,3,233,8
35,19,328.15,3,2,2,322,7
218,3,404.40000000000003,1,1,2,112,4
172,56,1038.46,1,3,3,133,7
72,16,230.70000000000002,2,1,1,211,4
1,37,326.75,4,2,2,422,8
196,1,207.50000000000003,1,1,1,111,3
128,118,428.68,2,4,2,242,8
44,20,510.54,3,2,2,322,7
6,320,3085.96,4,4,4,444,12
14,319,3844.22,4,4,4,444,12
18,41,242.21,3,2,1,321,6
28,154,1583.2,3,4,3,343,10
8,45,26626.8,4,3,4,434,11
37,10,151.05,3,1,1,311,5
157,11,214.79999999999998,1,1,1,111,3
284,20,109.95,1,2,1,121,4
107,153,549.07,2,4,2,242,8
25,84,1959.38,3,3,4,334,10
75,15,322.41,2,1,2,212,5
16,47,370.47999999999996,4,3,2,432,9
158,2,101.10000000000001,1,1,1,111,3
44,38,575.41,3,2,2,322,7
11,92,887.65,4,3,3,433,10
32,235,1469.45,3,4,3,343,10
291,9,53.5,1,1,1,111,3
