Recency,Frequency,MonetaryValue,RFM_Segment,ClusterLabel
170,75,429.87,1.03.02.0,Regulars
48,77,490.52,3.03.02.0,Regulars
116,115,1641.76,2.04.03.0,Regulars
147,158,1246.32,1.04.03.0,Regulars
16,1119,6316.57,4.04.04.0,Champions
51,144,502.09,3.04.02.0,Regulars
159,12,156.91,1.01.01.0,Dormant
12,182,1261.78,4.04.03.0,Champions
36,20,308.94,3.02.02.0,Regulars
54,128,423.04,2.04.02.0,Regulars
43,35,260.17,3.02.01.0,Regulars
173,20,170.04,1.02.01.0,Dormant
34,20,125.58,3.02.01.0,Dormant
39,31,496.21000000000004,3.02.02.0,Regulars
267,70,266.0,1.03.01.0,Dormant
9,472,1914.82,4.04.04.0,Champions
12,135,905.04,4.04.03.0,Champions
3,562,6802.76,4.04.04.0,Champions
10,155,1661.33,4.04.03.0,Champions
33,72,377.01,3.03.02.0,Regulars
80,61,469.0,2.03.02.0,Regulars
31,35,1066.1499999999999,3.02.03.0,Regulars
8,48,627.13,4.03.02.0,Regulars
72,7,518.28,2.01.02.0,Dormant
4,111,668.14,4.04.02.0,Champions
256,52,4959.1,1.03.04.0,Regulars
5,510,2586.67,4.04.04.0,Champions
16,394,4308.61,4.04.04.0,Champions
90,27,252.73000000000002,2.02.01.0,Dormant
72,127,465.55,2.04.02.0,Regulars
59,130,705.49,2.04.03.0,Regulars
10,1502,19914.44,4.04.04.0,Champions
170,67,180.35,1.03.01.0,Dormant
199,5,135.93,1.01.01.0,Dormant
31,3,537.0,3.01.02.0,Dormant
19,453,7700.2300000000005,3.04.04.0,Champions
152,12,735.66,1.01.03.0,Dormant
9,206,5213.7699999999995,4.04.04.0,Champions
270,22,343.62,1.02.02.0,Dormant
65,97,384.05,2.03.02.0,Regulars
274,3,121.17000000000002,1.01.01.0,Dormant
25,78,1782.09,3.03.04.0,Regulars
23,143,1391.61,3.04.03.0,Champions
319,30,215.78,1.02.01.0,Dormant
5,71,697.79,4.03.03.0,Champions
12,114,302.1,4.04.01.0,Regulars
275,25,1489.5,1.02.03.0,Regulars
25,276,2124.9900000000002,3.04.04.0,Champions
41,237,1337.72,3.04.03.0,Champions
8,121,303.09,4.04.01.0,Regulars
4,403,54534.14,4.04.04.0,Champions
71,57,987.86,2.03.03.0,Regulars
213,5,370.79999999999995,1.01.02.0,Dormant
38,155,3158.13,3.04.04.0,Champions
53,42,893.59,2.03.03.0,Regulars
78,82,1744.76,2.03.04.0,Regulars
46,104,553.36,3.04.02.0,Regulars
179,70,1109.53,1.03.03.0,Regulars
373,1,106.2,1.01.01.0,Dormant
94,26,982.07,2.02.03.0,Regulars
10,54,1043.41,4.03.03.0,Regulars
105,42,748.87,2.03.03.0,Regulars
78,27,773.03,2.02.03.0,Regulars
173,49,880.85,1.03.03.0,Regulars
7,440,9743.11,4.04.04.0,Champions
213,47,895.61,1.03.03.0,Regulars
22,33,504.8,3.02.02.0,Regulars
257,5,88.2,1.01.01.0,Dormant
282,15,306.94,1.01.01.0,Dormant
21,57,1160.07,3.03.03.0,Regulars
10,145,2420.84,4.04.04.0,Champions
308,23,381.32,1.02.02.0,Dormant
68,30,480.71,2.02.02.0,Regulars
215,26,457.81,1.02.02.0,Dormant
18,108,4597.02,4.04.04.0,Champions
104,47,1370.6,2.03.03.0,Regulars
43,11,219.39000000000001,3.01.01.0,Dormant
4,25,248.08,4.02.01.0,Regulars
182,3,39916.5,1.01.04.0,Regulars
84,23,410.48,2.02.02.0,Dormant
334,3,876.0,1.01.03.0,Dormant
9,8,317.53,4.01.02.0,Regulars
31,35,703.36,3.02.03.0,Regulars
197,69,1027.44,1.03.03.0,Regulars
18,101,2298.93,4.04.04.0,Champions
18,100,1422.52,4.03.03.0,Champions
311,17,319.5,1.01.02.0,Dormant
142,60,1300.25,2.03.03.0,Regulars
246,28,484.95,1.02.02.0,Dormant
24,35,996.1,3.02.03.0,Regulars
29,84,1567.48,3.03.03.0,Regulars
10,100,3609.33,4.03.04.0,Champions
30,197,2760.56,3.04.04.0,Champions
18,21,340.11,4.02.02.0,Regulars
18,45,1352.75,4.03.03.0,Regulars
15,79,1551.78,4.03.03.0,Champions
134,1,244.8,2.01.01.0,Dormant
246,14,266.4,1.01.01.0,Dormant
134,21,358.82,2.02.02.0,Dormant
50,28,457.72,3.02.02.0,Regulars
114,82,1633.78,2.03.03.0,Regulars
7,106,2199.31,4.04.04.0,Champions
23,15,184.19,3.01.01.0,Dormant
25,127,11528.48,3.04.04.0,Champions
66,16,406.53,2.01.02.0,Dormant
60,102,1471.0,2.04.03.0,Regulars
50,84,3447.4,3.03.04.0,Regulars
170,22,330.11,1.02.02.0,Dormant
18,52,977.9300000000001,4.03.03.0,Regulars
128,29,982.42,2.02.03.0,Regulars
15,73,1387.99,4.03.03.0,Regulars
239,9,139.05,1.01.01.0,Dormant
3,68,1286.7,4.03.03.0,Champions
240,13,178.96,1.01.01.0,Dormant
52,80,2354.25,2.03.04.0,Regulars
46,26,498.74,3.02.02.0,Regulars
226,14,259.45,1.01.01.0,Dormant
8,217,6580.44,4.04.04.0,Champions
4,67,1194.73,4.03.03.0,Champions
165,91,1327.16,1.03.03.0,Regulars
240,28,623.5,1.02.02.0,Dormant
11,20,301.29,4.02.01.0,Regulars
134,23,520.8000000000001,2.02.02.0,Dormant
17,343,5314.47,4.04.04.0,Champions
10,271,4745.69,4.04.04.0,Champions
31,22,329.25,3.02.02.0,Regulars
75,85,296.42,2.03.01.0,Regulars
1,55,961.49,4.03.03.0,Champions
4,125,1936.07,4.04.04.0,Champions
45,7,401.40000000000003,3.01.02.0,Dormant
2,710,18641.010000000002,4.04.04.0,Champions
357,4,158.16,1.01.01.0,Dormant
18,29,304.47,4.02.01.0,Regulars
69,103,843.05,2.04.03.0,Regulars
373,27,487.75,1.02.02.0,Dormant
321,41,163.0,1.02.01.0,Dormant
26,5,106.56,3.01.01.0,Dormant
331,5,1289.5,1.01.03.0,Dormant
9,110,1624.05,4.04.03.0,Champions
323,11,135.75,1.01.01.0,Dormant
72,23,224.14,2.02.01.0,Dormant
260,3,40.5,1.01.01.0,Dormant
18,93,2206.95,4.03.04.0,Champions
367,6,87.5,1.01.01.0,Dormant
66,16,689.4799999999999,2.01.03.0,Regulars
154,29,622.85,1.02.02.0,Regulars
29,63,406.76,3.03.02.0,Regulars
70,21,310.62,2.02.02.0,Dormant
14,19,411.41,4.02.02.0,Regulars
2,91,4777.18,4.03.04.0,Champions
1,212,16225.39,4.04.04.0,Champions
120,51,1044.32,2.03.03.0,Regulars
61,19,499.32,2.02.02.0,Regulars
3,310,7616.53,4.04.04.0,Champions
3,1,3861.0,4.01.04.0,Regulars
11,32,1079.6100000000001,4.02.03.0,Regulars
92,10,193.64,2.01.01.0,Dormant
59,13,1268.7,2.01.03.0,Regulars
87,69,1236.54,2.03.03.0,Regulars
26,142,1827.8,3.04.04.0,Champions
357,9,316.58,1.01.02.0,Dormant
85,37,653.24,2.02.02.0,Regulars
10,9,420.29999999999995,4.01.02.0,Regulars
1,42,870.12,4.03.03.0,Champions
225,20,331.18,1.02.02.0,Dormant
60,52,894.4100000000001,2.03.03.0,Regulars
241,5,101.8,1.01.01.0,Dormant
319,24,328.35,1.02.02.0,Dormant
2,110,1661.44,4.04.03.0,Champions
47,35,734.94,3.02.03.0,Regulars
88,2,96.6,2.01.01.0,Dormant
11,166,5756.89,4.04.04.0,Champions
176,9,305.75,1.01.01.0,Dormant
52,117,1778.96,2.04.04.0,Regulars
366,5,403.25,1.01.02.0,Dormant
319,5,585.0,1.01.02.0,Dormant
226,20,755.75,1.02.03.0,Dormant
358,14,322.08,1.01.02.0,Dormant
234,23,409.40000000000003,1.02.02.0,Dormant
311,8,154.41,1.01.01.0,Dormant
37,58,1219.4,3.03.03.0,Regulars
66,125,3386.71,2.04.04.0,Regulars
239,23,429.6,1.02.02.0,Dormant
113,31,612.06,2.02.02.0,Regulars
277,14,197.0,1.01.01.0,Dormant
218,143,2247.51,1.04.04.0,Regulars
299,15,321.05,1.01.02.0,Dormant
2,99,1412.32,4.03.03.0,Champions
29,50,1071.99,3.03.03.0,Regulars
10,49,780.59,4.03.03.0,Regulars
45,78,1706.57,3.03.04.0,Regulars
67,110,1756.44,2.04.04.0,Regulars
74,22,316.68,2.02.02.0,Dormant
65,34,631.57,2.02.02.0,Regulars
134,89,2515.84,2.03.04.0,Regulars
238,33,514.15,1.02.02.0,Dormant
122,6,356.0,2.01.02.0,Dormant
32,350,6688.46,3.04.04.0,Champions
9,111,10484.99,4.04.04.0,Champions
36,44,740.78,3.03.03.0,Regulars
16,53,918.1999999999999,4.03.03.0,Regulars
127,18,300.36,2.02.01.0,Dormant
67,47,890.85,2.03.03.0,Regulars
149,6,98.45,1.01.01.0,Dormant
283,7,317.15,1.01.02.0,Dormant
169,34,623.16,1.02.02.0,Regulars
100,77,1810.77,2.03.04.0,Regulars
135,19,254.82,2.02.01.0,Dormant
324,10,178.95000000000002,1.01.01.0,Dormant
107,12,156.51,2.01.01.0,Dormant
64,23,393.74,2.02.02.0,Dormant
151,82,1506.1200000000001,1.03.03.0,Regulars
338,6,119.3,1.01.01.0,Dormant
22,11,1717.36,3.01.04.0,Regulars
24,2,408.8,3.01.02.0,Dormant
16,41,2379.49,4.02.04.0,Regulars
7,274,2507.07,4.04.04.0,Champions
57,63,721.94,2.03.03.0,Regulars
4,47,716.57,4.03.03.0,Regulars
38,41,615.14,3.02.02.0,Regulars
66,52,135.31,2.03.01.0,Dormant
47,12,255.89999999999998,3.01.01.0,Dormant
355,19,290.51,1.02.01.0,Dormant
172,16,113.12,1.01.01.0,Dormant
59,139,2332.15,2.04.04.0,Regulars
50,3,240.55,3.01.01.0,Dormant
22,20,486.69,3.02.02.0,Regulars
43,88,2306.52,3.03.04.0,Regulars
29,58,939.78,3.03.03.0,Regulars
5,204,7943.22,4.04.04.0,Champions
26,103,4668.3,3.04.04.0,Champions
201,25,180.94,1.02.01.0,Dormant
51,194,3672.86,3.04.04.0,Champions
10,39,641.94,4.02.02.0,Regulars
2,192,4799.9,4.04.04.0,Champions
67,7,4507.01,2.01.04.0,Regulars
64,28,496.44,2.02.02.0,Regulars
51,243,5070.35,3.04.04.0,Champions
290,31,574.02,1.02.02.0,Dormant
61,23,694.4000000000001,2.02.03.0,Regulars
64,58,1174.35,2.03.03.0,Regulars
96,12,205.3,2.01.01.0,Dormant
274,19,310.47,1.02.02.0,Dormant
1,2379,60767.9,4.04.04.0,Champions
75,47,924.85,2.03.03.0,Regulars
110,1,52.0,2.01.01.0,Dormant
199,24,327.97,1.02.02.0,Dormant
64,37,570.5,2.02.02.0,Regulars
327,1,165.0,1.01.01.0,Dormant
4,33,312.62,4.02.02.0,Regulars
284,16,204.5,1.01.01.0,Dormant
44,36,267.13,3.02.01.0,Regulars
71,95,2748.31,2.03.04.0,Regulars
86,42,679.68,2.03.03.0,Regulars
104,49,162.29,2.03.01.0,Dormant
334,29,311.71,1.02.02.0,Dormant
53,10,208.75,2.01.01.0,Dormant
39,57,1049.7,3.03.03.0,Regulars
32,13,714.96,3.01.03.0,Regulars
366,35,1661.06,1.02.03.0,Regulars
208,16,1028.56,1.01.03.0,Dormant
157,99,351.67,1.03.02.0,Regulars
54,36,173.97,2.02.01.0,Dormant
66,86,574.07,2.03.02.0,Regulars
81,17,2020.52,2.01.04.0,Regulars
130,24,406.09,2.02.02.0,Dormant
87,21,364.5,2.02.02.0,Dormant
1,26,563.94,4.02.02.0,Regulars
46,20,393.54,3.02.02.0,Regulars
333,17,252.42000000000002,1.01.01.0,Dormant
366,5,201.60000000000002,1.01.01.0,Dormant
72,9,158.04,2.01.01.0,Dormant
158,72,473.81,1.03.02.0,Regulars
373,5,115.65,1.01.01.0,Dormant
12,225,1960.1100000000001,4.04.04.0,Champions
255,63,777.02,1.03.03.0,Regulars
29,14,277.05,3.01.01.0,Dormant
31,519,2766.5,3.04.04.0,Champions
5,551,8347.2,4.04.04.0,Champions
40,13,427.93,3.01.02.0,Dormant
362,7,418.92,1.01.02.0,Dormant
373,16,326.0,1.01.02.0,Dormant
96,29,913.19,2.02.03.0,Regulars
26,114,2314.32,3.04.04.0,Champions
75,44,602.51,2.03.02.0,Regulars
57,95,1877.59,2.03.04.0,Regulars
21,4,446.94000000000005,3.01.02.0,Dormant
41,94,2386.05,3.03.04.0,Regulars
137,27,2007.3999999999999,2.02.04.0,Regulars
8,132,2415.91,4.04.04.0,Champions
129,3,168.0,2.01.01.0,Dormant
40,117,1233.3600000000001,3.04.03.0,Regulars
169,194,3703.29,1.04.04.0,Regulars
9,36,1690.2600000000002,4.02.04.0,Regulars
214,8,596.85,1.01.02.0,Dormant
15,302,5955.71,4.04.04.0,Champions
170,41,642.41,1.02.02.0,Regulars
40,12,316.88,3.01.02.0,Dormant
186,31,394.14,1.02.02.0,Dormant
270,10,140.54,1.01.01.0,Dormant
172,1,500.0,1.01.02.0,Dormant
5,84,1535.53,4.03.03.0,Champions
16,12,231.86,4.01.01.0,Dormant
10,85,2183.54,4.03.04.0,Champions
326,7,107.45,1.01.01.0,Dormant
113,14,288.18,2.01.01.0,Dormant
290,6,94.0,1.01.01.0,Dormant
16,73,1345.53,4.03.03.0,Regulars
1,50,815.77,4.03.03.0,Champions
92,12,716.2,2.01.03.0,Dormant
149,42,626.77,1.03.02.0,Regulars
189,8,349.1,1.01.02.0,Dormant
31,53,510.71000000000004,3.03.02.0,Regulars
34,153,1056.44,3.04.03.0,Regulars
264,34,267.18,1.02.01.0,Dormant
84,122,3450.84,2.04.04.0,Regulars
26,99,1358.88,3.03.03.0,Regulars
171,10,190.53,1.01.01.0,Dormant
10,39,774.9000000000001,4.02.03.0,Regulars
313,48,572.8100000000001,1.03.02.0,Dormant
65,192,3984.32,2.04.04.0,Champions
85,28,508.8,2.02.02.0,Regulars
25,8,135.86,3.01.01.0,Dormant
59,53,950.36,2.03.03.0,Regulars
323,6,97.7,1.01.01.0,Dormant
38,2,43.5,3.01.01.0,Dormant
254,17,383.34,1.01.02.0,Dormant
19,292,1447.39,3.04.03.0,Champions
33,306,1483.14,3.04.03.0,Champions
15,6,93.78,4.01.01.0,Dormant
27,82,397.35,3.03.02.0,Regulars
23,10,171.19,3.01.01.0,Dormant
214,41,533.3,1.02.02.0,Regulars
8,55,1041.48,4.03.03.0,Regulars
22,29,149.29,3.02.01.0,Regulars
12,329,1122.53,4.04.03.0,Champions
262,45,200.16,1.03.01.0,Dormant
131,25,156.57999999999998,2.02.01.0,Dormant
55,62,383.68,2.03.02.0,Regulars
249,2,594.0,1.01.02.0,Dormant
2,382,3236.91,4.04.04.0,Champions
9,219,1418.26,4.04.03.0,Champions
264,5,113.5,1.01.01.0,Dormant
331,9,155.17,1.01.01.0,Dormant
313,28,494.64,1.02.02.0,Dormant
26,60,974.52,3.03.03.0,Regulars
30,30,429.84,3.02.02.0,Regulars
30,58,538.73,3.03.02.0,Regulars
2,286,1388.37,4.04.03.0,Champions
362,25,179.1,1.02.01.0,Dormant
283,60,447.22,1.03.02.0,Regulars
262,58,237.07,1.03.01.0,Dormant
25,7,161.64,3.01.01.0,Dormant
354,58,216.76,1.03.01.0,Dormant
94,11,234.6,2.01.01.0,Dormant
29,7,126.14,3.01.01.0,Dormant
338,157,1048.85,1.04.03.0,Regulars
20,97,7354.62,3.03.04.0,Champions
85,57,334.53,2.03.02.0,Regulars
9,52,524.88,4.03.02.0,Regulars
51,24,467.51,3.02.02.0,Regulars
50,24,538.55,3.02.02.0,Regulars
2,77,469.48,4.03.02.0,Champions
113,76,371.56,2.03.02.0,Regulars
14,11,1771.2,4.01.04.0,Regulars
77,29,454.10999999999996,2.02.02.0,Regulars
40,46,1441.42,3.03.03.0,Regulars
116,45,905.5,2.03.03.0,Regulars
16,98,11054.96,4.03.04.0,Champions
161,88,233.81,1.03.01.0,Regulars
1,188,3594.31,4.04.04.0,Champions
30,86,2575.0,3.03.04.0,Champions
93,2,91.32000000000001,2.01.01.0,Dormant
23,50,1134.28,3.03.03.0,Regulars
95,154,3100.09,2.04.04.0,Regulars
28,35,659.4599999999999,3.02.02.0,Regulars
33,297,2001.8,3.04.04.0,Champions
21,125,1299.23,3.04.03.0,Regulars
18,15,1262.2,4.01.03.0,Regulars
3,512,13316.4,4.04.04.0,Champions
8,68,1131.56,4.03.03.0,Champions
16,213,10384.93,4.04.04.0,Champions
363,70,147.09,1.03.01.0,Dormant
81,13,52.83,2.01.01.0,Dormant
53,97,3610.96,2.03.04.0,Regulars
23,164,979.26,3.04.03.0,Regulars
172,46,492.36,1.03.02.0,Regulars
189,92,1000.27,1.03.03.0,Regulars
331,1,250.0,1.01.01.0,Dormant
12,160,909.23,4.04.03.0,Champions
156,7,121.0,1.01.01.0,Dormant
33,308,14758.220000000001,3.04.04.0,Champions
12,178,4139.46,4.04.04.0,Champions
45,15,62.43,3.01.01.0,Dormant
233,27,267.03,1.02.01.0,Dormant
64,214,1942.45,2.04.04.0,Regulars
2,18,343.5,4.02.02.0,Regulars
40,185,3000.2,3.04.04.0,Champions
33,57,398.84,3.03.02.0,Regulars
84,10,412.01000000000005,2.01.02.0,Dormant
25,1,440.0,3.01.02.0,Dormant
2,178,825.92,4.04.03.0,Champions
33,4,148.44,3.01.01.0,Dormant
19,163,2429.78,3.04.04.0,Champions
254,26,229.33,1.02.01.0,Dormant
23,672,3995.23,3.04.04.0,Champions
22,108,1502.35,3.04.03.0,Regulars
8,228,2007.44,4.04.04.0,Champions
25,256,1580.93,3.04.03.0,Champions
19,83,807.57,3.03.03.0,Regulars
173,75,536.4,1.03.02.0,Regulars
163,24,110.92,1.02.01.0,Dormant
7,41,538.46,4.02.02.0,Regulars
11,15,213.3,4.01.01.0,Regulars
114,29,85.13000000000001,2.02.01.0,Dormant
288,28,127.86,1.02.01.0,Dormant
9,259,3546.71,4.04.04.0,Champions
54,81,292.71999999999997,2.03.01.0,Regulars
7,702,4954.84,4.04.04.0,Champions
77,115,1693.26,2.04.04.0,Regulars
4,61,575.63,4.03.02.0,Regulars
37,29,436.06,3.02.02.0,Regulars
217,17,90.12,1.01.01.0,Dormant
60,56,437.23,2.03.02.0,Regulars
278,14,217.2,1.01.01.0,Dormant
12,899,4805.17,4.04.04.0,Champions
24,31,279.77,3.02.01.0,Regulars
29,20,473.65000000000003,3.02.02.0,Regulars
12,27,800.59,4.02.03.0,Regulars
352,1,134.55,1.01.01.0,Dormant
22,113,1400.44,3.04.03.0,Regulars
50,8,173.16,3.01.01.0,Dormant
19,7,186.01,3.01.01.0,Dormant
3,53,758.29,4.03.03.0,Champions
104,31,1375.71,2.02.03.0,Regulars
7,323,4165.52,4.04.04.0,Champions
12,57,650.4300000000001,4.03.02.0,Regulars
5,215,2552.86,4.04.04.0,Champions
32,104,607.45,3.04.02.0,Regulars
178,168,702.25,1.04.03.0,Regulars
38,45,940.6700000000001,3.03.03.0,Regulars
151,39,258.88,1.02.01.0,Dormant
162,13,127.1,1.01.01.0,Dormant
69,51,348.6,2.03.02.0,Regulars
121,150,3679.9700000000003,2.04.04.0,Regulars
25,44,682.9100000000001,3.03.03.0,Regulars
24,123,725.11,3.04.03.0,Regulars
177,31,455.3,1.02.02.0,Dormant
50,9,913.6800000000001,3.01.03.0,Regulars
256,29,478.53000000000003,1.02.02.0,Dormant
47,24,388.58,3.02.02.0,Regulars
71,5,199.8,2.01.01.0,Dormant
16,103,1771.78,4.04.04.0,Champions
101,77,1406.59,2.03.03.0,Regulars
35,22,324.57,3.02.02.0,Regulars
53,14,240.68,2.01.01.0,Dormant
27,52,761.74,3.03.03.0,Regulars
11,410,6776.56,4.04.04.0,Champions
8,47,1297.8700000000001,4.03.03.0,Regulars
79,2,48.480000000000004,2.01.01.0,Dormant
52,17,216.39,2.01.01.0,Dormant
36,67,1198.23,3.03.03.0,Regulars
61,77,2920.16,2.03.04.0,Regulars
337,13,104.76,1.01.01.0,Dormant
28,60,1093.68,3.03.03.0,Regulars
184,16,298.48,1.01.01.0,Dormant
52,6,112.46000000000001,2.01.01.0,Dormant
10,43,1591.45,4.03.03.0,Regulars
36,6,195.15,3.01.01.0,Dormant
10,423,10399.74,4.04.04.0,Champions
33,45,776.851,3.03.03.0,Regulars
11,3,336.40000000000003,4.01.02.0,Dormant
57,100,1553.18,2.03.03.0,Regulars
4,16,1293.03,4.01.03.0,Regulars
43,185,3709.56,3.04.04.0,Champions
141,19,301.03,2.02.01.0,Dormant
117,34,588.13,2.02.02.0,Regulars
104,64,1534.26,2.03.03.0,Regulars
75,49,675.8,2.03.03.0,Regulars
5,155,2870.2400000000002,4.04.04.0,Champions
45,60,1186.35,3.03.03.0,Regulars
16,167,3285.31,4.04.04.0,Champions
17,15,243.55,4.01.01.0,Regulars
90,25,724.76,2.02.03.0,Regulars
53,15,223.36,2.01.01.0,Dormant
134,25,425.32,2.02.02.0,Dormant
4,484,12515.66,4.04.04.0,Champions
105,119,1887.2,2.04.04.0,Regulars
192,33,664.0,1.02.02.0,Regulars
166,238,813.0,1.04.03.0,Regulars
19,52,612.01,3.03.02.0,Regulars
158,35,447.64000000000004,1.02.02.0,Dormant
204,25,657.35,1.02.02.0,Dormant
336,2,816.0,1.01.03.0,Dormant
37,32,646.3,3.02.02.0,Regulars
91,21,337.74,2.02.02.0,Dormant
93,6,877.4399999999999,2.01.03.0,Dormant
9,21,922.53,4.02.03.0,Regulars
243,34,560.67,1.02.02.0,Dormant
45,47,748.5,3.03.03.0,Regulars
23,1,30.0,3.01.01.0,Dormant
190,48,1024.1000000000001,1.03.03.0,Regulars
44,11,306.45,3.01.01.0,Dormant
25,90,1600.86,3.03.03.0,Regulars
317,5,309.8,1.01.02.0,Dormant
106,9,138.14,2.01.01.0,Dormant
51,17,386.43,3.01.02.0,Dormant
168,116,2242.01,1.04.04.0,Regulars
40,13,301.32,3.01.01.0,Dormant
218,1,76.32000000000001,1.01.01.0,Dormant
40,33,684.34,3.02.03.0,Regulars
297,12,173.05,1.01.01.0,Dormant
19,78,2657.13,3.03.04.0,Champions
88,155,2881.02,2.04.04.0,Regulars
73,114,2446.6,2.04.04.0,Regulars
81,21,323.69,2.02.02.0,Dormant
19,202,3435.76,3.04.04.0,Champions
49,33,657.23,3.02.02.0,Regulars
53,12,352.7,2.01.02.0,Dormant
24,110,781.28,3.04.03.0,Regulars
9,78,1333.68,4.03.03.0,Champions
25,53,1426.16,3.03.03.0,Regulars
117,10,193.75,2.01.01.0,Dormant
9,166,2993.1,4.04.04.0,Champions
120,9,254.1,2.01.01.0,Dormant
4,19,239.76,4.02.01.0,Regulars
252,2,136.8,1.01.01.0,Dormant
28,12,191.04,3.01.01.0,Dormant
1,78,6479.4,4.03.04.0,Champions
267,22,409.98,1.02.02.0,Dormant
33,171,2736.46,3.04.04.0,Champions
18,18,309.65,4.02.02.0,Regulars
172,86,696.68,1.03.03.0,Regulars
2,237,1542.14,4.04.03.0,Champions
265,5,211.5,1.01.01.0,Dormant
140,117,2293.62,2.04.04.0,Regulars
201,6,143.1,1.01.01.0,Dormant
64,55,1060.56,2.03.03.0,Regulars
35,214,945.58,3.04.03.0,Regulars
41,288,3364.2400000000002,3.04.04.0,Champions
284,6,133.25,1.01.01.0,Dormant
9,53,1072.3600000000001,4.03.03.0,Regulars
143,19,356.7,1.02.02.0,Dormant
12,35,330.88,4.02.02.0,Regulars
146,118,1118.81,1.04.03.0,Regulars
234,7,150.3,1.01.01.0,Dormant
33,937,5045.61,3.04.04.0,Champions
24,128,598.73,3.04.02.0,Regulars
12,91,507.08,4.03.02.0,Regulars
36,69,2222.56,3.03.04.0,Regulars
365,41,203.1,1.02.01.0,Dormant
201,11,218.25,1.01.01.0,Dormant
15,32,415.25,4.02.02.0,Regulars
17,302,5178.96,4.04.04.0,Champions
213,5,85.0,1.01.01.0,Dormant
66,70,1120.88,2.03.03.0,Regulars
212,14,294.12,1.01.01.0,Dormant
283,10,162.3,1.01.01.0,Dormant
115,26,1339.45,2.02.03.0,Regulars
15,72,1205.1200000000001,4.03.03.0,Regulars
19,173,4812.42,3.04.04.0,Champions
66,8,449.12,2.01.02.0,Dormant
49,9,154.88,3.01.01.0,Dormant
16,88,784.46,4.03.03.0,Regulars
78,3,34.8,2.01.01.0,Dormant
19,62,1094.59,3.03.03.0,Regulars
134,28,196.88,2.02.01.0,Dormant
13,93,974.04,4.03.03.0,Regulars
40,21,149.31,3.02.01.0,Dormant
235,10,44534.3,1.01.04.0,Regulars
3,293,2465.48,4.04.04.0,Champions
40,411,2637.38,3.04.04.0,Champions
305,1,79.2,1.01.01.0,Dormant
51,28,458.57,3.02.02.0,Regulars
10,141,2364.25,4.04.04.0,Champions
61,192,532.96,2.04.02.0,Regulars
66,45,714.42,2.03.03.0,Regulars
25,9,205.25,3.01.01.0,Dormant
218,7,253.04,1.01.01.0,Dormant
65,37,583.75,2.02.02.0,Regulars
32,61,1086.92,3.03.03.0,Regulars
88,180,3279.97,2.04.04.0,Champions
64,11,315.06,2.01.02.0,Dormant
116,27,621.8299999999999,2.02.02.0,Regulars
7,130,56252.72,4.04.04.0,Champions
6,10,635.6800000000001,4.01.02.0,Regulars
69,25,270.8,2.02.01.0,Dormant
245,7,104.9,1.01.01.0,Dormant
133,18,241.62,2.02.01.0,Dormant
241,21,1047.11,1.02.03.0,Dormant
184,29,475.28000000000003,1.02.02.0,Dormant
25,20,345.46,3.02.02.0,Regulars
10,43,2614.7400000000002,4.03.04.0,Champions
11,14,246.3,4.01.01.0,Regulars
33,83,2328.9700000000003,3.03.04.0,Regulars
46,267,4932.2,3.04.04.0,Champions
26,206,948.05,3.04.03.0,Regulars
358,25,351.3,1.02.02.0,Dormant
10,35,220.85,4.02.01.0,Regulars
44,75,1612.69,3.03.03.0,Regulars
15,12,965.61,4.01.03.0,Regulars
150,42,610.01,1.03.02.0,Regulars
1,133,2711.56,4.04.04.0,Champions
113,8,2207.4,2.01.04.0,Regulars
76,98,884.14,2.03.03.0,Regulars
107,119,699.08,2.04.03.0,Regulars
46,64,1063.95,3.03.03.0,Regulars
143,1,451.42,1.01.02.0,Dormant
51,8,415.82000000000005,3.01.02.0,Dormant
1,263,4206.39,4.04.04.0,Champions
23,301,5528.4800000000005,3.04.04.0,Champions
46,31,784.58,3.02.03.0,Regulars
50,48,903.9,3.03.03.0,Regulars
306,208,3734.9700000000003,1.04.04.0,Regulars
36,35,515.77,3.02.02.0,Regulars
79,89,1391.98,2.03.03.0,Regulars
22,133,2218.62,3.04.04.0,Champions
107,41,1801.14,2.02.04.0,Regulars
208,40,1303.9099999999999,1.02.03.0,Regulars
17,72,1945.33,4.03.04.0,Champions
64,49,2100.6,2.03.04.0,Regulars
49,123,1905.45,3.04.04.0,Regulars
320,17,206.98,1.01.01.0,Dormant
44,62,570.96,3.03.02.0,Regulars
3,33,885.47,4.02.03.0,Regulars
372,1,15.0,1.01.01.0,Dormant
172,20,532.94,1.02.02.0,Dormant
56,68,1654.31,2.03.03.0,Regulars
73,115,1836.0900000000001,2.04.04.0,Regulars
99,51,636.14,2.03.02.0,Regulars
38,39,576.0,3.02.02.0,Regulars
58,68,801.76,2.03.03.0,Regulars
254,54,836.79,1.03.03.0,Regulars
70,273,2233.75,2.04.04.0,Champions
44,50,954.09,3.03.03.0,Regulars
50,10,137.37,3.01.01.0,Dormant
65,24,391.98,2.02.02.0,Regulars
11,167,33643.08,4.04.04.0,Champions
33,62,1048.49,3.03.03.0,Regulars
59,27,355.56,2.02.02.0,Regulars
73,47,1224.06,2.03.03.0,Regulars
304,8,118.95000000000002,1.01.01.0,Dormant
46,11,130.73999999999998,3.01.01.0,Dormant
18,138,3711.77,4.04.04.0,Champions
38,22,389.27,3.02.02.0,Regulars
19,97,238.85,3.03.01.0,Regulars
